,Transimission_Type,Ownership,Fuel_Used,km_driven,selling_price,Place of Origin,Complete_Info,Age
91,Manual,1st Owner,Petrol,1717,341599,Kolkata,2020 Maruti Alto VXI Manual,2
92,Manual,1st Owner,Petrol,43986,625299,Kolkata,2018 Maruti Ciaz ZETA 1.4 VVT Manual,4
93,Manual,1st Owner,Petrol,50323,594099,Kolkata,2018 Maruti Dzire VXI Manual,4
94,Manual,1st Owner,Petrol,28936,564299,Kolkata,2018 Maruti Dzire VXI Manual,4
95,Manual,1st Owner,Petrol,52776,313999,Kolkata,2014 Maruti Wagon R 1.0 VXI Manual,8
96,Manual,1st Owner,Petrol,23016,711499,Kolkata,2019 Maruti Dzire VXI Manual,3
97,Manual,1st Owner,Petrol,25759,542799,Kolkata,2018 Maruti Baleno DELTA 1.2 K12 Manual,4
98,Automatic,1st Owner,Petrol,20545,455299,Kolkata,2018 Maruti Wagon R 1.0 VXI AMT Automatic,4
99,Manual,2nd Owner,Petrol,59197,560299,Kolkata,2016 Hyundai i20 Active 1.2 S Manual,6
100,Manual,1st Owner,Petrol,7834,305599,Kolkata,2019 Maruti Alto 800 LXI Manual,3
101,Manual,1st Owner,Petrol,10474,344999,Kolkata,2019 Maruti Alto LXI Manual,3
102,Manual,1st Owner,Petrol,46069,382099,Kolkata,2019 Maruti Eeco 5 STR WITH AC PLUSHTR Manual,3
103,Manual,1st Owner,Petrol,7142,325299,Kolkata,2019 Maruti Alto 800 VXI Manual,3
104,Manual,1st Owner,Petrol,26354,398199,Kolkata,2018 Datsun Go Plus T Manual,4
105,Manual,1st Owner,Petrol,3859,537899,Kolkata,2018 Maruti Swift VXI Manual,4
106,Manual,2nd Owner,Petrol,60850,341699,Kolkata,2013 Maruti Swift Dzire VXI 1.2 BS IV Manual,9
107,Manual,1st Owner,Petrol,17021,424699,Kolkata,2018 Volkswagen Ameo COMFORTLINE 1.0 Manual,4
108,Manual,2nd Owner,Petrol,4363,589699,Kolkata,2020 Maruti Swift VXI Manual,2
109,Manual,2nd Owner,Diesel,53877,905299,Kolkata,2015 Mahindra Scorpio S10 Manual,7
110,Manual,1st Owner,Petrol,36988,534299,Kolkata,2018 Maruti Swift VXI Manual,4
111,Manual,1st Owner,Petrol,13130,565399,Kolkata,2019 Maruti New  Wagon-R VXI 1.0 Manual,3
112,Manual,1st Owner,Petrol,5210,287999,Kolkata,2015 Maruti Alto 800 LXI Manual,7
113,Manual,1st Owner,Diesel,30661,942799,Kolkata,2019 Mahindra XUV 3OO W8 (O) Dual tone Diesel Manual,3
114,Manual,1st Owner,Petrol,23658,366199,Kolkata,2014 Hyundai i20 MAGNA O 1.2 Manual,8
115,Manual,1st Owner,Petrol,2152,280399,Kolkata,2016 Maruti Alto 800 VXI Manual,6
116,Manual,1st Owner,Petrol,30291,537899,Kolkata,2018 Maruti Swift VXI Manual,4
117,Manual,1st Owner,Petrol,113748,200399,Kolkata,2013 Maruti Alto K10 LXI Manual,9
118,Automatic,1st Owner,Petrol,21061,702699,Kolkata,2016 Honda City SV CVT PETROL Automatic,6
119,Manual,1st Owner,Petrol,29821,249099,Kolkata,2016 Maruti Alto 800 LXI Manual,6
120,Manual,1st Owner,Petrol,13801,215099,Kolkata,2013 Maruti Alto 800 LXI Manual,9
121,Manual,1st Owner,Petrol,17152,261999,Kolkata,2017 Maruti Alto 800 VXI Manual,5
122,Manual,1st Owner,Petrol,27560,284099,Kolkata,2012 Maruti Wagon R 1.0 VXI Manual,10
123,Manual,2nd Owner,Petrol,34856,388299,Kolkata,2013 Maruti Swift Dzire VXI 1.2 BS IV Manual,9
124,Manual,1st Owner,Petrol,4407,565799,Kolkata,2018 Maruti Baleno DELTA 1.2 K12 Manual,4
125,Manual,3rd Owner,Petrol,32958,551599,Kolkata,2016 Hyundai Elite i20 SPORTZ 1.2 Manual,6
126,Manual,2nd Owner,Petrol,25910,431299,Kolkata,2014 Maruti Swift Dzire VXI 1.2 BS IV Manual,8
127,Manual,1st Owner,Petrol,15000,272699,Kolkata,2018 Maruti Alto 800 LXI Manual,4
128,Manual,1st Owner,Petrol,27326,342499,Kolkata,2012 Maruti Swift VXI Manual,10
129,Manual,2nd Owner,Petrol,30573,221199,Kolkata,2013 Maruti Alto 800 LXI Manual,9
130,Manual,1st Owner,Petrol,55333,252899,Kolkata,2017 Maruti Alto 800 VXI Manual,5
131,Manual,1st Owner,Petrol,37252,217699,Kolkata,2012 Maruti Alto K10 VXI Manual,10
132,Manual,1st Owner,Petrol,105553,343699,Kolkata,2013 Maruti Swift Dzire VXI 1.2 BS IV Manual,9
133,Manual,1st Owner,Petrol,24009,275699,Kolkata,2017 Maruti Alto 800 LXI Manual,5
134,Manual,2nd Owner,Petrol,27730,208299,Kolkata,2012 Maruti Alto K10 VXI Manual,10
135,Manual,1st Owner,Petrol,65687,392199,Kolkata,2013 Honda City V MT PETROL Manual,9
136,Manual,1st Owner,Petrol,53466,333999,Kolkata,2014 Maruti Wagon R Stingray VXI Manual,8
137,Manual,1st Owner,Petrol,42197,221699,Kolkata,2013 Maruti Alto K10 VXI Manual,9
138,Manual,1st Owner,Petrol,34691,431699,Kolkata,2014 Hyundai Grand i10 ASTA 1.2 (O) VTVT Manual,8
139,Manual,1st Owner,Petrol,56398,414199,Kolkata,2015 Maruti Swift Dzire VXI 1.2 BS IV Manual,7
140,Manual,2nd Owner,Petrol,10035,484099,Kolkata,2018 Hyundai Grand i10 SPORTZ O 1.2 Manual,4
141,Manual,1st Owner,Petrol,31288,343499,Kolkata,2013 Hyundai Grand i10 SPORTS 1.2 VTVT Manual,9
142,Manual,2nd Owner,Petrol,46442,400999,Kolkata,2014 Maruti Swift ZXI Manual,8
143,Manual,1st Owner,Petrol,22271,252599,Kolkata,2015 Maruti Alto 800 LXI Manual,7
144,Manual,1st Owner,Petrol,26729,314299,Kolkata,2015 Maruti Wagon R 1.0 VXI Manual,7
145,Manual,1st Owner,Petrol,5498,244199,Kolkata,2014 Maruti Alto 800 LXI Manual,8
146,Manual,1st Owner,Petrol,45998,384299,Kolkata,2014 Maruti Swift VXI Manual,8
147,Manual,2nd Owner,Petrol,26690,438699,Kolkata,2017 Hyundai Grand i10 SPORTS 1.2 VTVT Manual,5
148,Manual,1st Owner,Petrol,78780,352899,Kolkata,2012 Maruti Swift Dzire VXI 1.2 BS IV Manual,10
149,Manual,1st Owner,Petrol,63619,275299,Kolkata,2014 Maruti Wagon R 1.0 LXI Manual,8
150,Manual,2nd Owner,Petrol,20357,388599,Kolkata,2015 Hyundai Grand i10 SPORTS 1.2 VTVT Manual,7
151,Manual,2nd Owner,Petrol,71200,473199,Kolkata,2015 Honda City SV MT PETROL Manual,7
152,Manual,1st Owner,Petrol,44754,537899,Kolkata,2018 Maruti Swift VXI Manual,4
153,Manual,1st Owner,Petrol,62225,458199,Kolkata,2014 Hyundai Elite i20 SPORTZ 1.2 Manual,8
154,Manual,1st Owner,Petrol,30041,269499,Kolkata,2018 Maruti Alto 800 LXI Manual,4
155,Manual,1st Owner,Petrol,137235,206099,Kolkata,2014 Maruti Alto 800 LXI Manual,8
156,Manual,1st Owner,Petrol,58032,537899,Kolkata,2018 Maruti Swift VXI Manual,4
157,Manual,1st Owner,Petrol,49855,537899,Kolkata,2018 Maruti Swift VXI Manual,4
158,Manual,1st Owner,Petrol,21864,419699,Kolkata,2015 Hyundai Grand i10 MAGNA 1.2 VTVT Manual,7
159,Manual,1st Owner,Petrol,27166,230999,Kolkata,2014 Maruti Alto 800 LXI Manual,8
160,Manual,2nd Owner,Petrol,27063,225099,Kolkata,2014 Maruti Alto 800 LXI Manual,8
161,Manual,1st Owner,Petrol,126215,426199,Kolkata,2015 Maruti Swift Dzire VXI 1.2 BS IV Manual,7
162,Manual,1st Owner,Petrol,30562,343899,Kolkata,2014 Hyundai Grand i10 MAGNA 1.2 VTVT Manual,8
163,Manual,1st Owner,Petrol,42499,238899,Kolkata,2015 Maruti Alto 800 LXI Manual,7
164,Manual,1st Owner,Petrol,34809,648499,Kolkata,2018 Maruti Dzire ZXI Manual,4
165,Manual,1st Owner,Petrol,25341,652099,Kolkata,2018 Maruti Dzire VXI Manual,4
166,Manual,1st Owner,Petrol,54158,773399,Kolkata,2018 Ford Ecosport 1.5 TITANIUM TI VCT Manual,4
167,Manual,1st Owner,Petrol,50708,312899,Kolkata,2013 Hyundai Grand i10 MAGNA 1.2 VTVT Manual,9
168,Manual,1st Owner,Petrol,42189,370999,Kolkata,2014 Hyundai Grand i10 SPORTS 1.2 VTVT Manual,8
169,Manual,1st Owner,Petrol,51677,565199,Kolkata,2018 Hyundai Elite i20 Magna Executive 1.2 Manual,4
170,Manual,2nd Owner,Petrol,88902,395199,Kolkata,2014 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT Manual,8
171,Manual,1st Owner,Petrol,9892,433099,Kolkata,2020 Maruti S PRESSO VXI Manual,2
172,Manual,1st Owner,Petrol,12154,297399,Kolkata,2019 Maruti Alto 800 LXI Manual,3
173,Manual,1st Owner,Petrol,14107,480999,Kolkata,2018 Hyundai Xcent E PLUS Manual,4
174,Manual,1st Owner,Diesel,58446,397599,Kolkata,2013 Ford Ecosport 1.5 AMBIENTE TDCI Manual,9
175,Manual,1st Owner,Petrol,71674,360799,Kolkata,2014 Hyundai Xcent S 1.2 Manual,8
176,Manual,1st Owner,Petrol,26466,379099,Kolkata,2018 Maruti Wagon R 1.0 VXI Manual,4
177,Manual,1st Owner,Petrol,50298,349699,Kolkata,2016 Maruti Wagon R 1.0 VXI Manual,6
178,Manual,1st Owner,Petrol,42117,525799,Kolkata,2019 Hyundai NEW SANTRO ASTA 1.1 MT Manual,3
179,Manual,1st Owner,Petrol,5054,325299,Kolkata,2019 Maruti Alto 800 VXI Manual,3
180,Manual,1st Owner,Petrol,50989,556299,Kolkata,2017 Maruti Dzire VXI Manual,5
181,Manual,1st Owner,Petrol,33312,317599,Kolkata,2014 Maruti Wagon R 1.0 VXI Manual,8
182,Manual,1st Owner,Petrol,32523,405799,Kolkata,2018 Maruti Wagon R 1.0 VXI Manual,4
183,Manual,1st Owner,Petrol,82065,340099,Kolkata,2016 Maruti Wagon R 1.0 VXI Manual,6
184,Manual,1st Owner,Diesel,138721,434399,Kolkata,2014 Ford Ecosport 1.5TITANIUM TDCI Manual,8
185,Manual,1st Owner,Petrol,28366,584699,Kolkata,2018 Maruti Baleno DELTA 1.2 K12 Manual,4
186,Manual,1st Owner,Petrol,18205,365099,Kolkata,2015 Maruti Wagon R 1.0 VXI Manual,7
187,Manual,1st Owner,Petrol,81678,365799,Kolkata,2017 Maruti Wagon R 1.0 VXI PLUS Manual,5
188,Manual,1st Owner,Petrol,23927,414399,Kolkata,2018 Maruti Wagon R 1.0 VXI Manual,4
189,Manual,1st Owner,Petrol,21973,418299,Kolkata,2019 Maruti S PRESSO VXI PLUS Manual,3
190,Manual,1st Owner,Petrol,6257,383999,Kolkata,2020 Maruti Alto VXI Manual,2
191,Manual,1st Owner,Petrol,5481,341699,Kolkata,2019 Maruti Alto VXI Manual,3
192,Manual,1st Owner,Petrol,38370,520599,Kolkata,2018 Maruti IGNIS ALPHA 1.2 K12 Manual,4
193,Manual,1st Owner,Petrol,64151,325599,Kolkata,2014 Maruti Wagon R 1.0 VXI Manual,8
194,Manual,1st Owner,Petrol,53306,320799,Kolkata,2015 Maruti Wagon R 1.0 VXI Manual,7
195,Manual,1st Owner,Petrol,11543,307699,Kolkata,2018 Maruti Alto 800 LXI Manual,4
196,Manual,1st Owner,Petrol,58223,324299,Kolkata,2015 Maruti Wagon R 1.0 VXI Manual,7
197,Manual,1st Owner,Petrol,65896,525899,Kolkata,2015 Maruti Baleno ALPHA 1.2 K12 Manual,7
198,Manual,1st Owner,Petrol,23648,375699,Kolkata,2019 Maruti Eeco 5 STR WITH AC PLUSHTR Manual,3
199,Manual,1st Owner,Petrol,30451,305299,Kolkata,2018 Maruti Alto 800 LXI Manual,4
200,Manual,1st Owner,Petrol,15101,327599,Kolkata,2019 Maruti Alto VXI Manual,3
201,Manual,2nd Owner,Petrol,23787,335099,Kolkata,2018 Maruti Alto 800 LXI Manual,4
202,Manual,1st Owner,Petrol,11575,337199,Kolkata,2019 Maruti Alto LXI Manual,3
